,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0042773,GO:0042773,ATP synthesis coupled electron transport,93,-0.632224592419392,-2.49418765546864,1.72271077203239e-10,2.99458714406701e-07,2.34810875111446e-07,6068,tags=75%, list=29%, signal=54%,ENSG00000158828/ENSG00000120675/ENSG00000116288/ENSG00000172115/ENSG00000170906/ENSG00000165678/ENSG00000119013/ENSG00000023228/ENSG00000213619/ENSG00000184983/ENSG00000117118/ENSG00000106153/ENSG00000184752/ENSG00000102125/ENSG00000140990/ENSG00000073578/ENSG00000147684/ENSG00000179091/ENSG00000166136/ENSG00000168653/ENSG00000176340/ENSG00000145494/ENSG00000167985/ENSG00000099795/ENSG00000204922/ENSG00000109390/ENSG00000004779/ENSG00000204370/ENSG00000173660/ENSG00000114956/ENSG00000184076/ENSG00000198786/ENSG00000233954/ENSG00000164405/ENSG00000160194/ENSG00000115944/ENSG00000125356/ENSG00000131174/ENSG00000156467/ENSG00000178741/ENSG00000164258/ENSG00000126267/ENSG00000151366/ENSG00000198763/ENSG00000143252/ENSG00000198938/ENSG00000198695/ENSG00000229344/ENSG00000198886/ENSG00000090266/ENSG00000127184/ENSG00000198727/ENSG00000131495/ENSG00000165264/ENSG00000168275/ENSG00000127540/ENSG00000131143/ENSG00000212907/ENSG00000145335/ENSG00000065518/ENSG00000015475/ENSG00000198712/ENSG00000112695/ENSG00000183648/ENSG00000111775/ENSG00000198888/ENSG00000189043/ENSG00000198840/ENSG00000198804/ENSG00000136003
GO:0042775,GO:0042775,mitochondrial ATP synthesis coupled electron transport,93,-0.632224592419392,-2.49418765546864,1.72271077203239e-10,2.99458714406701e-07,2.34810875111446e-07,6068,tags=75%, list=29%, signal=54%,ENSG00000158828/ENSG00000120675/ENSG00000116288/ENSG00000172115/ENSG00000170906/ENSG00000165678/ENSG00000119013/ENSG00000023228/ENSG00000213619/ENSG00000184983/ENSG00000117118/ENSG00000106153/ENSG00000184752/ENSG00000102125/ENSG00000140990/ENSG00000073578/ENSG00000147684/ENSG00000179091/ENSG00000166136/ENSG00000168653/ENSG00000176340/ENSG00000145494/ENSG00000167985/ENSG00000099795/ENSG00000204922/ENSG00000109390/ENSG00000004779/ENSG00000204370/ENSG00000173660/ENSG00000114956/ENSG00000184076/ENSG00000198786/ENSG00000233954/ENSG00000164405/ENSG00000160194/ENSG00000115944/ENSG00000125356/ENSG00000131174/ENSG00000156467/ENSG00000178741/ENSG00000164258/ENSG00000126267/ENSG00000151366/ENSG00000198763/ENSG00000143252/ENSG00000198938/ENSG00000198695/ENSG00000229344/ENSG00000198886/ENSG00000090266/ENSG00000127184/ENSG00000198727/ENSG00000131495/ENSG00000165264/ENSG00000168275/ENSG00000127540/ENSG00000131143/ENSG00000212907/ENSG00000145335/ENSG00000065518/ENSG00000015475/ENSG00000198712/ENSG00000112695/ENSG00000183648/ENSG00000111775/ENSG00000198888/ENSG00000189043/ENSG00000198840/ENSG00000198804/ENSG00000136003
GO:0061138,GO:0061138,morphogenesis of a branching epithelium,167,-0.540947246529556,-2.30656977622104,1e-10,2.99458714406701e-07,2.34810875111446e-07,2127,tags=38%, list=10%, signal=35%,ENSG00000086598/ENSG00000168036/ENSG00000166923/ENSG00000187498/ENSG00000135744/ENSG00000112715/ENSG00000111424/ENSG00000275410/ENSG00000121039/ENSG00000182197/ENSG00000104313/ENSG00000138685/ENSG00000019991/ENSG00000166145/ENSG00000147655/ENSG00000167642/ENSG00000101680/ENSG00000099250/ENSG00000198959/ENSG00000066468/ENSG00000168621/ENSG00000164532/ENSG00000125398/ENSG00000135111/ENSG00000078401/ENSG00000106571/ENSG00000232810/ENSG00000129514/ENSG00000140285/ENSG00000103241/ENSG00000198435/ENSG00000041982/ENSG00000141449/ENSG00000147257/ENSG00000109321/ENSG00000184937/ENSG00000157227/ENSG00000171791/ENSG00000145536/ENSG00000197461/ENSG00000149418/ENSG00000019549/ENSG00000103811/ENSG00000145423/ENSG00000159184/ENSG00000120149/ENSG00000104332/ENSG00000073282/ENSG00000103449/ENSG00000164056/ENSG00000184371/ENSG00000163501/ENSG00000121068/ENSG00000128714/ENSG00000260027/ENSG00000136158/ENSG00000106031/ENSG00000178585/ENSG00000118526/ENSG00000128052/ENSG00000125378/ENSG00000142627/ENSG00000137573/ENSG00000133703
GO:0001763,GO:0001763,morphogenesis of a branching structure,182,-0.523437279486941,-2.25652053645279,2.12389702622716e-10,2.99458714406701e-07,2.34810875111446e-07,2127,tags=36%, list=10%, signal=33%,ENSG00000086598/ENSG00000168036/ENSG00000166923/ENSG00000187498/ENSG00000135744/ENSG00000112715/ENSG00000111424/ENSG00000275410/ENSG00000121039/ENSG00000182197/ENSG00000104313/ENSG00000138685/ENSG00000019991/ENSG00000166145/ENSG00000147655/ENSG00000167642/ENSG00000101680/ENSG00000099250/ENSG00000198959/ENSG00000066468/ENSG00000168621/ENSG00000164532/ENSG00000125398/ENSG00000135111/ENSG00000078401/ENSG00000106571/ENSG00000232810/ENSG00000057657/ENSG00000129514/ENSG00000140285/ENSG00000103241/ENSG00000198435/ENSG00000041982/ENSG00000141449/ENSG00000147257/ENSG00000109321/ENSG00000184937/ENSG00000157227/ENSG00000171791/ENSG00000145536/ENSG00000197461/ENSG00000149418/ENSG00000019549/ENSG00000103811/ENSG00000145423/ENSG00000159184/ENSG00000120149/ENSG00000104332/ENSG00000073282/ENSG00000103449/ENSG00000164056/ENSG00000184371/ENSG00000163501/ENSG00000121068/ENSG00000128714/ENSG00000260027/ENSG00000136158/ENSG00000106031/ENSG00000178585/ENSG00000118526/ENSG00000128052/ENSG00000125378/ENSG00000142627/ENSG00000137573/ENSG00000133703/ENSG00000073803
GO:0050808,GO:0050808,synapse organization,439,0.438845917103505,2.01539013206425,2.53950741525357e-10,2.99458714406701e-07,2.34810875111446e-07,3074,tags=32%, list=15%, signal=28%,ENSG00000185985/ENSG00000077264/ENSG00000130477/ENSG00000180914/ENSG00000066032/ENSG00000136040/ENSG00000164061/ENSG00000198739/ENSG00000100095/ENSG00000196090/ENSG00000162761/ENSG00000184564/ENSG00000138435/ENSG00000145864/ENSG00000153707/ENSG00000163629/ENSG00000171246/ENSG00000166206/ENSG00000156959/ENSG00000063015/ENSG00000131089/ENSG00000107954/ENSG00000091129/ENSG00000260230/ENSG00000172260/ENSG00000160716/ENSG00000004777/ENSG00000121440/ENSG00000111249/ENSG00000141668/ENSG00000169933/ENSG00000118946/ENSG00000185008/ENSG00000110324/ENSG00000156564/ENSG00000174482/ENSG00000108797/ENSG00000148798/ENSG00000178568/ENSG00000198576/ENSG00000153012/ENSG00000076716/ENSG00000179915/ENSG00000170381/ENSG00000147642/ENSG00000004399/ENSG00000134569/ENSG00000117154/ENSG00000040731/ENSG00000102383/ENSG00000132535/ENSG00000196338/ENSG00000072071/ENSG00000186868/ENSG00000102924/ENSG00000169760/ENSG00000188906/ENSG00000135905/ENSG00000070182/ENSG00000117280/ENSG00000008056/ENSG00000082805/ENSG00000173898/ENSG00000266028/ENSG00000100678/ENSG00000075340/ENSG00000135298/ENSG00000165379/ENSG00000100285/ENSG00000185070/ENSG00000158301/ENSG00000154764/ENSG00000254647/ENSG00000196358/ENSG00000154928/ENSG00000149972/ENSG00000108684/ENSG00000148357/ENSG00000187848/ENSG00000242419/ENSG00000116106/ENSG00000132639/ENSG00000130702/ENSG00000144868/ENSG00000138443/ENSG00000157017/ENSG00000131711/ENSG00000100968/ENSG00000061337/ENSG00000277363/ENSG00000177380/ENSG00000172020/ENSG00000182580/ENSG00000150471/ENSG00000022355/ENSG00000171943/ENSG00000162631/ENSG00000155961/ENSG00000169862/ENSG00000065320/ENSG00000160460/ENSG00000067191/ENSG00000118160/ENSG00000149295/ENSG00000152767/ENSG00000058404/ENSG00000164076/ENSG00000176749/ENSG00000006210/ENSG00000171992/ENSG00000129682/ENSG00000128594/ENSG00000170558/ENSG00000130294/ENSG00000189056/ENSG00000187122/ENSG00000116544/ENSG00000181790/ENSG00000111859/ENSG00000167535/ENSG00000157193/ENSG00000204843/ENSG00000133424/ENSG00000188803/ENSG00000110076/ENSG00000105649/ENSG00000162599/ENSG00000133216/ENSG00000079482/ENSG00000150625/ENSG00000140557/ENSG00000277586/ENSG00000198722/ENSG00000166387/ENSG00000101400/ENSG00000103319/ENSG00000196189/ENSG00000181754/ENSG00000001617/ENSG00000187672
GO:0019646,GO:0019646,aerobic electron transport chain,85,-0.631110441107165,-2.45129489610151,2.65404184015162e-09,2.23546152707628e-06,1.75286492660841e-06,6068,tags=75%, list=29%, signal=54%,ENSG00000158828/ENSG00000120675/ENSG00000116288/ENSG00000172115/ENSG00000170906/ENSG00000119013/ENSG00000023228/ENSG00000213619/ENSG00000184983/ENSG00000117118/ENSG00000140990/ENSG00000073578/ENSG00000147684/ENSG00000179091/ENSG00000166136/ENSG00000168653/ENSG00000176340/ENSG00000145494/ENSG00000167985/ENSG00000099795/ENSG00000204922/ENSG00000109390/ENSG00000122696/ENSG00000004779/ENSG00000204370/ENSG00000173660/ENSG00000184076/ENSG00000198786/ENSG00000233954/ENSG00000164405/ENSG00000160194/ENSG00000115944/ENSG00000125356/ENSG00000131174/ENSG00000156467/ENSG00000178741/ENSG00000164258/ENSG00000126267/ENSG00000151366/ENSG00000198763/ENSG00000143252/ENSG00000198938/ENSG00000198695/ENSG00000229344/ENSG00000198886/ENSG00000090266/ENSG00000127184/ENSG00000198727/ENSG00000131495/ENSG00000165264/ENSG00000127540/ENSG00000131143/ENSG00000212907/ENSG00000145335/ENSG00000065518/ENSG00000198712/ENSG00000112695/ENSG00000183648/ENSG00000111775/ENSG00000198888/ENSG00000189043/ENSG00000198840/ENSG00000198804/ENSG00000136003
GO:0006119,GO:0006119,oxidative phosphorylation,138,-0.552968476290954,-2.30517873930209,2.3353187031047e-09,2.23546152707628e-06,1.75286492660841e-06,6068,tags=67%, list=29%, signal=48%,ENSG00000158828/ENSG00000120675/ENSG00000165240/ENSG00000108179/ENSG00000116288/ENSG00000172115/ENSG00000170906/ENSG00000165678/ENSG00000067560/ENSG00000119013/ENSG00000110955/ENSG00000023228/ENSG00000213619/ENSG00000184983/ENSG00000174886/ENSG00000117118/ENSG00000106153/ENSG00000171612/ENSG00000184752/ENSG00000102125/ENSG00000140990/ENSG00000073578/ENSG00000186010/ENSG00000147684/ENSG00000165060/ENSG00000179091/ENSG00000166136/ENSG00000168653/ENSG00000176340/ENSG00000145494/ENSG00000167985/ENSG00000099795/ENSG00000204922/ENSG00000109390/ENSG00000122696/ENSG00000166575/ENSG00000172171/ENSG00000165629/ENSG00000004779/ENSG00000169020/ENSG00000204370/ENSG00000173660/ENSG00000176410/ENSG00000114956/ENSG00000184076/ENSG00000152234/ENSG00000198786/ENSG00000233954/ENSG00000198899/ENSG00000164405/ENSG00000160194/ENSG00000115944/ENSG00000137288/ENSG00000125356/ENSG00000131174/ENSG00000156467/ENSG00000178741/ENSG00000146729/ENSG00000164258/ENSG00000241468/ENSG00000126267/ENSG00000151366/ENSG00000198763/ENSG00000143252/ENSG00000198938/ENSG00000198695/ENSG00000154723/ENSG00000229344/ENSG00000198886/ENSG00000090266/ENSG00000127184/ENSG00000198727/ENSG00000131495/ENSG00000165264/ENSG00000168275/ENSG00000127540/ENSG00000131143/ENSG00000212907/ENSG00000145335/ENSG00000162433/ENSG00000065518/ENSG00000015475/ENSG00000232810/ENSG00000198712/ENSG00000112695/ENSG00000183648/ENSG00000111775/ENSG00000198888/ENSG00000189043/ENSG00000198840/ENSG00000198804/ENSG00000136003
GO:0002009,GO:0002009,morphogenesis of an epithelium,468,-0.378350744947228,-1.83485325115989,4.2325347068555e-09,3.1193780789525e-06,2.44595953059334e-06,2780,tags=28%, list=13%, signal=25%,ENSG00000251493/ENSG00000125863/ENSG00000145147/ENSG00000108518/ENSG00000108784/ENSG00000170577/ENSG00000151388/ENSG00000064195/ENSG00000109101/ENSG00000185920/ENSG00000083857/ENSG00000035403/ENSG00000113971/ENSG00000152661/ENSG00000171863/ENSG00000172819/ENSG00000115461/ENSG00000112655/ENSG00000143878/ENSG00000206075/ENSG00000086598/ENSG00000168036/ENSG00000101311/ENSG00000106397/ENSG00000166923/ENSG00000183943/ENSG00000114315/ENSG00000187498/ENSG00000135744/ENSG00000112715/ENSG00000071127/ENSG00000138759/ENSG00000111424/ENSG00000164930/ENSG00000171236/ENSG00000275410/ENSG00000173917/ENSG00000166823/ENSG00000121039/ENSG00000182742/ENSG00000171843/ENSG00000182197/ENSG00000087245/ENSG00000104313/ENSG00000138685/ENSG00000019991/ENSG00000166145/ENSG00000135299/ENSG00000164379/ENSG00000184254/ENSG00000147655/ENSG00000128918/ENSG00000167642/ENSG00000081479/ENSG00000026508/ENSG00000109062/ENSG00000146648/ENSG00000101680/ENSG00000099250/ENSG00000120370/ENSG00000198959/ENSG00000066468/ENSG00000168621/ENSG00000122691/ENSG00000164532/ENSG00000114446/ENSG00000125398/ENSG00000135111/ENSG00000136827/ENSG00000078401/ENSG00000109083/ENSG00000125753/ENSG00000106571/ENSG00000232810/ENSG00000162849/ENSG00000128342/ENSG00000064300/ENSG00000155366/ENSG00000129514/ENSG00000085741/ENSG00000140285/ENSG00000133816/ENSG00000103241/ENSG00000198435/ENSG00000041982/ENSG00000141449/ENSG00000171243/ENSG00000147257/ENSG00000109321/ENSG00000125848/ENSG00000125266/ENSG00000184937/ENSG00000157227/ENSG00000171791/ENSG00000145536/ENSG00000197461/ENSG00000149418/ENSG00000019549/ENSG00000103811/ENSG00000104267/ENSG00000110195/ENSG00000262406/ENSG00000145423/ENSG00000164442/ENSG00000159184/ENSG00000120149/ENSG00000104332/ENSG00000155760/ENSG00000073282/ENSG00000101384/ENSG00000103449/ENSG00000164056/ENSG00000184371/ENSG00000163501/ENSG00000121068/ENSG00000143013/ENSG00000128714/ENSG00000260027/ENSG00000136158/ENSG00000106031/ENSG00000178585/ENSG00000137203/ENSG00000164107/ENSG00000118526/ENSG00000113196/ENSG00000128052/ENSG00000125378/ENSG00000142627/ENSG00000137573/ENSG00000134817/ENSG00000133703/ENSG00000183072
GO:0016358,GO:0016358,dendrite development,221,0.518882774013794,2.2194994957225,9.0372967418648e-09,5.92043351000388e-06,4.64231664213687e-06,2280,tags=29%, list=11%, signal=26%,ENSG00000077264/ENSG00000058866/ENSG00000122859/ENSG00000165323/ENSG00000066032/ENSG00000183049/ENSG00000138411/ENSG00000112137/ENSG00000153707/ENSG00000162374/ENSG00000063015/ENSG00000107954/ENSG00000171533/ENSG00000160716/ENSG00000004777/ENSG00000111249/ENSG00000119866/ENSG00000147852/ENSG00000166963/ENSG00000124507/ENSG00000198576/ENSG00000078018/ENSG00000134569/ENSG00000002746/ENSG00000102383/ENSG00000132535/ENSG00000124126/ENSG00000169760/ENSG00000077080/ENSG00000188906/ENSG00000135905/ENSG00000143126/ENSG00000116141/ENSG00000130540/ENSG00000266028/ENSG00000118263/ENSG00000165704/ENSG00000135298/ENSG00000158301/ENSG00000154764/ENSG00000154928/ENSG00000150361/ENSG00000080644/ENSG00000185532/ENSG00000116106/ENSG00000137817/ENSG00000138443/ENSG00000157017/ENSG00000131711/ENSG00000215474/ENSG00000100968/ENSG00000061337/ENSG00000277363/ENSG00000182580/ENSG00000171943/ENSG00000107864/ENSG00000169862/ENSG00000008735/ENSG00000152767/ENSG00000058404/ENSG00000176749/ENSG00000159217/ENSG00000075213/ENSG00000130294/ENSG00000189056
GO:0033108,GO:0033108,mitochondrial respiratory chain complex assembly,101,-0.591859433980629,-2.34938601807493,1.51690742977241e-08,8.9436862059381e-06,7.01290255953727e-06,5716,tags=60%, list=27%, signal=44%,ENSG00000170906/ENSG00000119013/ENSG00000204954/ENSG00000023228/ENSG00000003509/ENSG00000213619/ENSG00000184983/ENSG00000174886/ENSG00000171612/ENSG00000106603/ENSG00000184752/ENSG00000102125/ENSG00000140990/ENSG00000256053/ENSG00000186010/ENSG00000147684/ENSG00000163626/ENSG00000174109/ENSG00000166136/ENSG00000168653/ENSG00000163528/ENSG00000167985/ENSG00000099795/ENSG00000183978/ENSG00000204922/ENSG00000184903/ENSG00000109390/ENSG00000240230/ENSG00000168569/ENSG00000004779/ENSG00000168273/ENSG00000155463/ENSG00000229833/ENSG00000101019/ENSG00000198786/ENSG00000171204/ENSG00000137288/ENSG00000125356/ENSG00000170791/ENSG00000224877/ENSG00000164258/ENSG00000101247/ENSG00000250317/ENSG00000151366/ENSG00000196636/ENSG00000198763/ENSG00000198695/ENSG00000181924/ENSG00000075336/ENSG00000198886/ENSG00000178449/ENSG00000090266/ENSG00000131495/ENSG00000165264/ENSG00000065518/ENSG00000138495/ENSG00000183513/ENSG00000183648/ENSG00000198888/ENSG00000164182/ENSG00000154079
